date,item_id,item_type,item_name,unit_cost,min_required,max_capacity,current_stock,avg_usage_per_day,restock_lead_time,vendor_id
2024-04-13,106,Equipment,MRI Scanner,30163463,1,3,2,1,49,V002
2024-04-13,205,Consumable,Syringe,24,2709,16685,3680,628,9,V004
2024-04-13,207,Consumable,Blood Bags,1054,877,3002,2905,97,11,V002
2024-04-14,106,Equipment,MRI Scanner,30163463,1,3,3,0,51,V002
2024-04-14,104,Equipment,Hospital Bed,28362,73,277,251,1,16,V001
2024-04-14,204,Consumable,Face Shield,82,900,4692,3391,234,4,V005
2024-04-14,103,Equipment,Wheelchair,6566,20,76,58,1,18,V001
2024-04-15,208,Consumable,Antiseptic Solution,349,737,4658,1645,466,7,V005
2024-04-15,209,Consumable,Cotton Rolls,54,598,2009,1519,179,10,V002
2024-04-15,206,Consumable,Bandages,41,2814,8551,3900,1440,7,V005
2024-04-15,203,Consumable,Gown,196,1690,4714,3739,305,8,V001
2024-04-15,206,Consumable,Bandages,29,3129,7250,4270,1250,9,V001
2024-04-16,102,Equipment,Defibrilator,704572,3,9,9,1,24,V005
2024-04-16,208,Consumable,Antiseptic Solution,505,1043,7988,7872,135,12,V003
2024-04-16,205,Consumable,Syringe,23,3561,15268,4106,1390,12,V002
2024-04-17,207,Consumable,Blood Bags,762,466,2863,532,86,8,V001
2024-04-17,103,Equipment,Wheelchair,9908,10,88,44,5,20,V003
2024-04-17,201,Consumable,IV Drip,270,974,2389,1343,50,6,V001
2024-04-17,105,Equipment,ECG Machine,256587,2,12,4,0,29,V001
2024-04-18,207,Consumable,Blood Bags,507,867,4583,3954,141,5,V005
2024-04-19,203,Consumable,Gown,237,793,5056,4703,456,11,V003
2024-04-19,209,Consumable,Cotton Rolls,123,595,3057,1214,75,6,V001
2024-04-19,201,Consumable,IV Drip,246,637,4835,897,149,5,V005
2024-04-19,102,Equipment,Defibrilator,383361,5,8,7,0,23,V004
2024-04-19,106,Equipment,MRI Scanner,32971025,1,5,4,0,46,V004
2024-04-19,208,Consumable,Antiseptic Solution,378,1460,6781,4036,101,10,V004
2024-04-20,206,Consumable,Bandages,29,2537,8703,4702,345,8,V001
2024-04-22,203,Consumable,Gown,117,876,3902,2874,136,10,V002
2024-04-22,107,Equipment,Infusion Pump,176921,9,29,21,7,17,V001
2024-04-22,208,Consumable,Antiseptic Solution,631,1951,5972,2095,370,8,V001
2024-04-23,102,Equipment,Defibrilator,384358,3,11,4,1,23,V003
2024-04-24,100,Equipment,Ventilator,2900485,6,50,6,3,23,V003
2024-04-24,100,Equipment,Ventilator,2232401,5,29,11,5,22,V005
2024-04-24,203,Consumable,Gown,81,1238,3370,2063,134,12,V004
2024-04-24,200,Consumable,Gloves,5,1633,7612,5817,519,11,V001
2024-04-24,101,Equipment,X-Ray-Machine,3863821,3,14,9,0,25,V003
2024-04-25,101,Equipment,X-Ray-Machine,4180254,3,19,9,0,27,V002
2024-04-26,106,Equipment,MRI Scanner,33213797,1,2,1,1,54,V005
2024-04-26,203,Consumable,Gown,237,1848,3583,2575,294,10,V003
2024-04-26,202,Consumable,Surgical Mask,7,4239,29584,24578,1752,5,V003
2024-04-26,103,Equipment,Wheelchair,6566,9,86,56,5,17,V001
2024-04-26,208,Consumable,Antiseptic Solution,349,1179,5238,2605,363,12,V005
2024-04-27,203,Consumable,Gown,117,879,5341,1106,210,10,V002
2024-04-27,200,Consumable,Gloves,9,2102,9057,8447,1000,12,V003
2024-04-27,104,Equipment,Hospital Bed,28362,25,265,179,0,23,V001
2024-04-27,204,Consumable,Face Shield,82,1282,7913,2214,572,7,V005
2024-04-28,208,Consumable,Antiseptic Solution,505,946,3077,1094,459,5,V003
2024-04-28,201,Consumable,IV Drip,270,712,3945,2000,60,9,V001
2024-04-29,101,Equipment,X-Ray-Machine,3863821,3,11,10,1,32,V003
2024-04-29,205,Consumable,Syringe,21,4378,16249,13505,1872,8,V001
2024-04-29,205,Consumable,Syringe,24,1623,16656,10899,1865,8,V004
2024-04-29,101,Equipment,X-Ray-Machine,4180254,3,12,10,1,31,V002
2024-04-29,202,Consumable,Surgical Mask,4,5535,42814,28236,1468,3,V001
2024-04-30,203,Consumable,Gown,102,595,4275,4149,476,11,V005
2024-04-30,209,Consumable,Cotton Rolls,76,388,5797,2868,100,8,V004
2024-04-30,105,Equipment,ECG Machine,367841,2,13,3,1,28,V002
2024-04-30,106,Equipment,MRI Scanner,30163463,2,2,2,1,42,V002
2024-05-01,101,Equipment,X-Ray-Machine,3627022,1,20,6,0,28,V004
2024-05-01,202,Consumable,Surgical Mask,4,3508,16994,16386,2926,8,V001
2024-05-02,106,Equipment,MRI Scanner,29074330,2,4,2,1,51,V001
2024-05-03,202,Consumable,Surgical Mask,7,7109,32425,19731,1015,3,V003
2024-05-04,100,Equipment,Ventilator,1879046,6,40,40,1,15,V004
2024-05-04,106,Equipment,MRI Scanner,29074330,1,4,1,0,31,V001
2024-05-04,200,Consumable,Gloves,9,2963,7207,3583,368,8,V003
2024-05-04,106,Equipment,MRI Scanner,29074330,2,3,2,0,34,V001
2024-05-04,100,Equipment,Ventilator,2900485,14,50,23,1,15,V003
2024-05-04,204,Consumable,Face Shield,82,629,7921,4786,140,7,V005
2024-05-04,107,Equipment,Infusion Pump,202054,9,28,18,9,19,V003
2024-05-05,106,Equipment,MRI Scanner,31100685,1,3,1,1,39,V003
2024-05-05,100,Equipment,Ventilator,1879046,10,47,11,2,25,V004
2024-05-05,203,Consumable,Gown,81,1921,5663,4686,124,12,V004
2024-05-05,105,Equipment,ECG Machine,230753,5,12,11,2,30,V004
2024-05-06,204,Consumable,Face Shield,52,713,6995,2367,550,8,V002
2024-05-06,107,Equipment,Infusion Pump,202054,8,26,18,14,17,V003
2024-05-06,106,Equipment,MRI Scanner,32971025,1,5,4,0,57,V004
2024-05-06,107,Equipment,Infusion Pump,125406,7,24,22,9,13,V004
2024-05-07,204,Consumable,Face Shield,78,856,4049,1945,596,3,V004
2024-05-07,107,Equipment,Infusion Pump,206804,6,15,9,14,15,V005
2024-05-08,208,Consumable,Antiseptic Solution,319,772,3815,1542,105,7,V002
2024-05-08,206,Consumable,Bandages,41,2739,9946,5111,379,10,V002
2024-05-08,201,Consumable,IV Drip,237,467,3652,891,132,9,V004
2024-05-08,107,Equipment,Infusion Pump,125406,4,21,8,13,10,V004
2024-05-08,105,Equipment,ECG Machine,366194,4,15,5,3,16,V003
2024-05-09,205,Consumable,Syringe,21,4170,15252,9714,1515,5,V001
2024-05-09,202,Consumable,Surgical Mask,5,3341,33227,29750,2162,3,V005
2024-05-10,101,Equipment,X-Ray-Machine,2798274,3,19,5,1,33,V001
2024-05-10,209,Consumable,Cotton Rolls,58,663,4737,1409,81,8,V005
2024-05-11,107,Equipment,Infusion Pump,212601,5,22,7,10,17,V002
2024-05-11,107,Equipment,Infusion Pump,202054,10,30,16,13,18,V003
2024-05-11,100,Equipment,Ventilator,1999337,11,30,25,1,26,V001
2024-05-11,206,Consumable,Bandages,41,2045,8695,8239,1098,7,V002
2024-05-11,202,Consumable,Surgical Mask,7,7418,26485,23737,1834,10,V003
2024-05-12,207,Consumable,Blood Bags,762,378,3578,2807,85,14,V001
2024-05-12,207,Consumable,Blood Bags,762,787,4245,2869,68,13,V001
2024-05-13,202,Consumable,Surgical Mask,3,8820,37716,21347,1696,9,V004
2024-05-13,200,Consumable,Gloves,5,2358,7266,5219,679,11,V001
2024-05-13,207,Consumable,Blood Bags,795,628,4035,1501,133,9,V003
2024-05-13,204,Consumable,Face Shield,52,1324,9738,4739,375,6,V002
2024-05-13,201,Consumable,IV Drip,245,384,3828,2411,134,10,V003
2024-05-13,208,Consumable,Antiseptic Solution,319,1214,5546,1555,308,9,V002
2024-05-13,203,Consumable,Gown,81,1613,5813,5783,255,5,V004
2024-05-14,100,Equipment,Ventilator,3142549,3,37,21,3,24,V002
2024-05-14,101,Equipment,X-Ray-Machine,3863821,3,10,6,0,34,V003
2024-05-14,201,Consumable,IV Drip,245,594,2434,2400,194,6,V003
2024-05-15,204,Consumable,Face Shield,52,778,5404,2456,260,4,V002
2024-05-15,204,Consumable,Face Shield,78,868,5433,2311,289,8,V004
2024-05-15,101,Equipment,X-Ray-Machine,4612827,4,17,16,1,44,V005
2024-05-15,106,Equipment,MRI Scanner,32971025,1,4,1,0,42,V004
2024-05-16,105,Equipment,ECG Machine,367841,3,14,8,2,18,V002
2024-05-16,102,Equipment,Defibrilator,384358,5,9,5,1,40,V003
2024-05-16,200,Consumable,Gloves,9,1071,6436,5733,972,5,V002
2024-05-16,103,Equipment,Wheelchair,6566,19,42,29,4,20,V001
2024-05-16,100,Equipment,Ventilator,1999337,8,30,24,4,18,V001
2024-05-16,207,Consumable,Blood Bags,1054,833,4795,3969,35,6,V002
2024-05-17,107,Equipment,Infusion Pump,125406,3,22,4,15,16,V004
2024-05-17,107,Equipment,Infusion Pump,125406,5,18,8,14,19,V004
2024-05-17,204,Consumable,Face Shield,82,715,5232,1258,152,7,V005
2024-05-18,200,Consumable,Gloves,5,1302,8157,7062,789,9,V001
2024-05-18,101,Equipment,X-Ray-Machine,2798274,1,16,1,1,28,V001
2024-05-18,106,Equipment,MRI Scanner,29074330,2,5,3,1,53,V001
2024-05-18,100,Equipment,Ventilator,3142549,7,26,15,5,29,V002
2024-05-18,105,Equipment,ECG Machine,256587,3,12,6,3,25,V001
2024-05-18,102,Equipment,Defibrilator,445991,2,13,13,0,32,V001
2024-05-18,206,Consumable,Bandages,42,2732,8722,6895,482,10,V003
2024-05-18,204,Consumable,Face Shield,52,796,6667,5508,643,5,V002
2024-05-18,208,Consumable,Antiseptic Solution,631,1742,3879,3514,198,10,V001
2024-05-18,206,Consumable,Bandages,29,2047,6449,2488,935,8,V001
2024-05-18,202,Consumable,Surgical Mask,4,3282,21428,19144,2193,5,V001
2024-05-19,105,Equipment,ECG Machine,313120,2,15,13,1,20,V005
2024-05-19,103,Equipment,Wheelchair,13926,5,100,27,0,13,V005
2024-05-19,209,Consumable,Cotton Rolls,123,759,3804,2875,237,7,V001
2024-05-19,104,Equipment,Hospital Bed,16130,48,228,217,3,15,V004
2024-05-19,105,Equipment,ECG Machine,366194,2,14,10,3,25,V003
2024-05-20,201,Consumable,IV Drip,245,439,4321,1119,69,6,V003
2024-05-20,203,Consumable,Gown,81,1602,6871,3840,174,11,V004
2024-05-21,105,Equipment,ECG Machine,230753,4,12,5,2,20,V004
2024-05-21,102,Equipment,Defibrilator,704572,1,14,9,1,29,V005
2024-05-22,101,Equipment,X-Ray-Machine,4180254,1,15,2,0,21,V002
2024-05-22,205,Consumable,Syringe,21,3210,9398,4371,1109,5,V001
2024-05-23,100,Equipment,Ventilator,1879046,12,48,13,5,21,V004
2024-05-24,208,Consumable,Antiseptic Solution,505,769,5032,2793,448,7,V003
2024-05-24,202,Consumable,Surgical Mask,5,8279,48423,47362,594,8,V005
2024-05-24,100,Equipment,Ventilator,3142549,15,27,19,5,23,V002
2024-05-24,204,Consumable,Face Shield,78,967,4526,3030,482,6,V004
2024-05-24,201,Consumable,IV Drip,246,591,3816,3698,164,5,V005
2024-05-25,105,Equipment,ECG Machine,230753,2,11,3,2,16,V004
2024-05-25,209,Consumable,Cotton Rolls,76,479,3235,2445,212,9,V004
2024-05-26,105,Equipment,ECG Machine,256587,5,15,7,1,23,V001
2024-05-26,207,Consumable,Blood Bags,795,692,3508,3032,132,15,V003
2024-05-26,103,Equipment,Wheelchair,15622,12,83,63,2,17,V004
2024-05-26,209,Consumable,Cotton Rolls,123,975,5138,4683,296,9,V001
2024-05-26,104,Equipment,Hospital Bed,31063,30,201,125,0,25,V002
2024-05-27,102,Equipment,Defibrilator,704572,3,10,7,0,25,V005
2024-05-27,209,Consumable,Cotton Rolls,123,667,2351,1284,65,8,V001
2024-05-27,105,Equipment,ECG Machine,256587,4,10,6,3,19,V001
2024-05-27,102,Equipment,Defibrilator,445991,1,9,2,0,34,V001
2024-05-28,205,Consumable,Syringe,24,3593,12222,11073,1381,11,V004
2024-05-28,102,Equipment,Defibrilator,383361,5,12,12,1,36,V004
2024-05-28,101,Equipment,X-Ray-Machine,4180254,5,18,13,1,33,V002
2024-05-28,202,Consumable,Surgical Mask,7,5668,23857,18289,1545,8,V002
2024-05-28,205,Consumable,Syringe,23,2829,10398,10321,1704,5,V005
2024-05-28,204,Consumable,Face Shield,82,947,4165,3967,740,4,V005
2024-05-28,203,Consumable,Gown,196,773,7889,2918,189,12,V001
2024-05-29,205,Consumable,Syringe,23,3055,13141,8816,706,8,V002
2024-05-30,205,Consumable,Syringe,23,3690,14728,12495,523,7,V005
2024-05-30,101,Equipment,X-Ray-Machine,3627022,4,17,6,1,40,V004
2024-05-31,202,Consumable,Surgical Mask,7,3784,31445,30739,649,8,V002
2024-05-31,202,Consumable,Surgical Mask,5,9670,34655,9844,1019,3,V005
2024-06-01,106,Equipment,MRI Scanner,32971025,2,3,3,0,42,V004
2024-06-01,209,Consumable,Cotton Rolls,76,574,4116,2726,57,10,V004
2024-06-01,206,Consumable,Bandages,29,2714,6260,4179,1353,8,V001
2024-06-01,208,Consumable,Antiseptic Solution,349,1358,6242,1431,110,7,V005
2024-06-02,202,Consumable,Surgical Mask,7,6659,25093,13617,1646,7,V003
2024-06-02,104,Equipment,Hospital Bed,51423,61,213,83,2,27,V005
2024-06-02,102,Equipment,Defibrilator,383361,4,9,7,1,33,V004
2024-06-02,101,Equipment,X-Ray-Machine,4180254,4,18,8,1,23,V002
2024-06-02,100,Equipment,Ventilator,1999337,4,49,39,4,29,V001
2024-06-03,203,Consumable,Gown,237,1087,4375,3898,460,9,V003
2024-06-03,209,Consumable,Cotton Rolls,54,690,4463,3588,189,9,V002
2024-06-03,106,Equipment,MRI Scanner,30163463,2,4,2,0,40,V002
2024-06-03,102,Equipment,Defibrilator,704572,1,14,8,1,28,V005
2024-06-03,204,Consumable,Face Shield,103,537,4080,2686,199,8,V001
2024-06-04,202,Consumable,Surgical Mask,3,9199,40624,14107,1456,9,V004
2024-06-04,204,Consumable,Face Shield,103,588,8880,6072,486,6,V001
2024-06-04,204,Consumable,Face Shield,103,1224,6810,1900,653,4,V001
2024-06-05,201,Consumable,IV Drip,245,593,2464,2420,88,9,V003
2024-06-06,206,Consumable,Bandages,41,1637,8560,6044,1325,10,V002
2024-06-06,101,Equipment,X-Ray-Machine,2798274,3,11,11,0,42,V001
2024-06-07,200,Consumable,Gloves,6,1336,9779,2734,916,6,V005
2024-06-07,100,Equipment,Ventilator,3142549,14,41,28,2,23,V002
2024-06-07,200,Consumable,Gloves,6,1532,5332,2839,621,8,V005
2024-06-08,207,Consumable,Blood Bags,1054,718,3792,2210,28,8,V002
2024-06-08,203,Consumable,Gown,117,1242,7966,4851,442,10,V002
2024-06-08,104,Equipment,Hospital Bed,51423,68,206,188,0,18,V005
2024-06-08,205,Consumable,Syringe,24,3697,10586,8794,469,11,V004
2024-06-08,106,Equipment,MRI Scanner,29074330,1,5,1,1,47,V001
2024-06-09,206,Consumable,Bandages,42,3741,8318,8183,793,8,V003
2024-06-09,207,Consumable,Blood Bags,507,786,4735,4454,137,5,V005
2024-06-09,101,Equipment,X-Ray-Machine,4180254,4,17,13,0,34,V002
2024-06-09,100,Equipment,Ventilator,1999337,15,36,36,2,29,V001
2024-06-09,203,Consumable,Gown,102,690,3252,1001,424,10,V005
2024-06-10,102,Equipment,Defibrilator,445991,1,15,13,1,26,V001
2024-06-10,204,Consumable,Face Shield,78,1612,5838,2806,103,7,V004
2024-06-10,204,Consumable,Face Shield,78,1213,8573,6500,260,4,V004
2024-06-10,206,Consumable,Bandages,41,1904,11951,10302,645,3,V002
2024-06-11,200,Consumable,Gloves,5,1560,9081,1856,692,5,V001
2024-06-11,203,Consumable,Gown,196,1815,3239,2109,398,9,V001
2024-06-11,104,Equipment,Hospital Bed,51423,31,273,56,0,21,V005
2024-06-11,101,Equipment,X-Ray-Machine,3863821,1,19,17,1,25,V003
2024-06-11,200,Consumable,Gloves,9,2144,6935,2584,432,9,V002
2024-06-11,203,Consumable,Gown,117,929,6856,2463,496,12,V002
2024-06-11,203,Consumable,Gown,117,1073,3772,2174,248,5,V002
2024-06-12,206,Consumable,Bandages,41,2936,11587,3689,1164,4,V002
2024-06-12,105,Equipment,ECG Machine,313120,4,11,11,0,24,V005
2024-06-12,203,Consumable,Gown,196,1883,7380,2087,249,12,V001
2024-06-12,208,Consumable,Antiseptic Solution,349,932,7197,6051,250,12,V005
2024-06-12,206,Consumable,Bandages,41,3855,9506,4129,1125,3,V005
2024-06-12,206,Consumable,Bandages,42,1439,10091,6423,1023,6,V003
2024-06-13,200,Consumable,Gloves,6,2428,7437,6897,900,7,V005
2024-06-13,203,Consumable,Gown,196,856,6186,2709,411,6,V001
2024-06-13,106,Equipment,MRI Scanner,31100685,1,4,1,1,40,V003
2024-06-14,104,Equipment,Hospital Bed,27689,42,200,151,2,17,V003
2024-06-14,207,Consumable,Blood Bags,843,319,2835,2321,39,11,V004
2024-06-14,203,Consumable,Gown,102,611,4166,2539,127,11,V005
2024-06-14,103,Equipment,Wheelchair,6566,5,52,13,3,9,V001
2024-06-14,103,Equipment,Wheelchair,9908,11,84,12,4,16,V003
2024-06-15,204,Consumable,Face Shield,52,1877,5825,5620,594,7,V002
2024-06-15,200,Consumable,Gloves,5,2865,9141,4408,504,8,V001
2024-06-15,100,Equipment,Ventilator,1999337,3,34,15,3,23,V001
2024-06-16,209,Consumable,Cotton Rolls,58,655,4052,1349,60,4,V005
2024-06-16,106,Equipment,MRI Scanner,31100685,1,5,2,0,49,V003
2024-06-16,206,Consumable,Bandages,39,1037,8677,1440,1173,7,V004
2024-06-16,205,Consumable,Syringe,23,1844,10983,8986,1601,10,V002
2024-06-16,203,Consumable,Gown,102,519,4908,2947,114,12,V005
2024-06-16,107,Equipment,Infusion Pump,202054,4,27,4,11,12,V003
2024-06-17,100,Equipment,Ventilator,1879046,10,34,26,2,25,V004
2024-06-17,101,Equipment,X-Ray-Machine,3863821,4,11,5,1,23,V003
2024-06-17,106,Equipment,MRI Scanner,32971025,2,3,2,0,31,V004
2024-06-18,201,Consumable,IV Drip,237,342,3835,1184,89,10,V004
2024-06-18,100,Equipment,Ventilator,2900485,4,44,33,3,30,V003
2024-06-18,200,Consumable,Gloves,6,2599,9571,8613,380,12,V005
2024-06-18,104,Equipment,Hospital Bed,28362,80,243,184,3,17,V001
2024-06-19,105,Equipment,ECG Machine,367841,2,14,11,3,15,V002
2024-06-19,102,Equipment,Defibrilator,689894,4,13,12,1,21,V002
2024-06-20,106,Equipment,MRI Scanner,30163463,2,5,4,1,56,V002
2024-06-20,100,Equipment,Ventilator,2232401,13,46,32,1,30,V005
2024-06-20,207,Consumable,Blood Bags,762,565,2127,968,126,14,V001
2024-06-20,201,Consumable,IV Drip,246,618,2632,796,167,10,V005
2024-06-20,204,Consumable,Face Shield,82,1252,5264,5254,714,3,V005
2024-06-21,106,Equipment,MRI Scanner,32971025,1,4,2,1,34,V004
2024-06-21,102,Equipment,Defibrilator,383361,5,15,14,1,31,V004
2024-06-21,100,Equipment,Ventilator,2232401,13,49,22,2,19,V005
2024-06-21,206,Consumable,Bandages,42,3044,10204,9168,1483,4,V003
2024-06-22,208,Consumable,Antiseptic Solution,319,878,4578,991,396,11,V002
2024-06-22,203,Consumable,Gown,196,824,7698,1760,369,6,V001
2024-06-22,100,Equipment,Ventilator,2232401,4,44,42,1,28,V005
2024-06-22,103,Equipment,Wheelchair,13926,6,41,30,1,16,V005
2024-06-23,204,Consumable,Face Shield,82,1591,9148,5006,236,3,V005
2024-06-24,203,Consumable,Gown,237,1810,7732,6074,322,7,V003
2024-06-24,102,Equipment,Defibrilator,384358,3,9,4,0,33,V003
2024-06-25,205,Consumable,Syringe,23,2785,10193,8931,1464,6,V005
2024-06-25,100,Equipment,Ventilator,3142549,5,50,22,1,23,V002
2024-06-25,107,Equipment,Infusion Pump,176921,6,27,6,7,20,V001
2024-06-26,202,Consumable,Surgical Mask,7,3696,48806,13649,2329,6,V002
2024-06-26,209,Consumable,Cotton Rolls,76,425,4595,4294,120,9,V004
2024-06-27,106,Equipment,MRI Scanner,29074330,1,2,1,0,59,V001
2024-06-27,204,Consumable,Face Shield,103,1218,5482,2569,529,7,V001
2024-06-27,102,Equipment,Defibrilator,689894,1,12,12,0,24,V002
2024-06-28,203,Consumable,Gown,81,1796,4054,2398,453,12,V004
2024-06-28,102,Equipment,Defibrilator,383361,5,15,7,0,27,V004
2024-06-28,208,Consumable,Antiseptic Solution,505,1965,4176,2132,470,12,V003
2024-06-29,206,Consumable,Bandages,39,4000,11694,4317,398,4,V004
2024-06-30,101,Equipment,X-Ray-Machine,3863821,3,19,11,1,21,V003
2024-06-30,107,Equipment,Infusion Pump,212601,5,24,12,12,15,V002
2024-06-30,106,Equipment,MRI Scanner,31100685,2,5,2,1,45,V003
2024-07-01,103,Equipment,Wheelchair,6566,5,100,6,2,14,V001
2024-07-01,106,Equipment,MRI Scanner,32971025,2,4,3,1,53,V004
2024-07-02,205,Consumable,Syringe,23,2485,8605,5437,237,5,V002
2024-07-02,107,Equipment,Infusion Pump,202054,8,20,10,8,19,V003
2024-07-02,200,Consumable,Gloves,7,1857,7068,2502,212,12,V004
2024-07-04,209,Consumable,Cotton Rolls,54,559,5821,948,202,10,V002
2024-07-04,207,Consumable,Blood Bags,507,881,4829,3627,83,14,V005
2024-07-04,208,Consumable,Antiseptic Solution,631,874,3603,3534,377,6,V001
2024-07-04,201,Consumable,IV Drip,270,988,2523,2346,121,7,V001
2024-07-04,104,Equipment,Hospital Bed,27689,91,210,92,3,28,V003
2024-07-05,100,Equipment,Ventilator,1999337,13,33,20,3,23,V001
2024-07-05,203,Consumable,Gown,102,1014,3158,2669,308,11,V005
2024-07-05,200,Consumable,Gloves,7,1575,9633,4214,778,12,V004
2024-07-05,104,Equipment,Hospital Bed,31063,30,167,99,1,24,V002
2024-07-06,204,Consumable,Face Shield,103,1569,5970,2878,428,7,V001
2024-07-07,106,Equipment,MRI Scanner,30163463,2,2,2,1,31,V002
2024-07-08,103,Equipment,Wheelchair,6566,12,67,64,1,11,V001
2024-07-08,102,Equipment,Defibrilator,689894,3,15,4,0,39,V002
2024-07-08,207,Consumable,Blood Bags,795,359,4396,1000,98,9,V003
2024-07-08,104,Equipment,Hospital Bed,51423,73,210,138,3,28,V005
2024-07-09,202,Consumable,Surgical Mask,3,8736,24316,13549,1266,8,V004
2024-07-09,204,Consumable,Face Shield,103,1070,5985,3283,166,5,V001
2024-07-09,208,Consumable,Antiseptic Solution,505,1604,6693,6046,268,9,V003
2024-07-10,208,Consumable,Antiseptic Solution,631,1060,3054,1974,197,7,V001
2024-07-10,202,Consumable,Surgical Mask,4,9718,32595,24929,2322,5,V001
2024-07-10,106,Equipment,MRI Scanner,33213797,2,3,3,0,56,V005
2024-07-10,202,Consumable,Surgical Mask,5,7852,19404,14242,758,10,V005
2024-07-10,200,Consumable,Gloves,9,1460,6498,2030,257,8,V002
2024-07-11,201,Consumable,IV Drip,246,955,4641,2903,64,8,V005
2024-07-11,201,Consumable,IV Drip,248,723,3285,2946,151,5,V002
2024-07-11,101,Equipment,X-Ray-Machine,4180254,3,10,3,1,23,V002
2024-07-12,104,Equipment,Hospital Bed,16130,83,207,182,3,19,V004
2024-07-12,205,Consumable,Syringe,24,3318,9067,8185,593,10,V004
2024-07-13,205,Consumable,Syringe,7,2014,13211,9860,1014,9,V003
2024-07-13,102,Equipment,Defibrilator,384358,2,13,8,0,21,V003
2024-07-13,106,Equipment,MRI Scanner,33213797,2,2,2,0,34,V005
2024-07-13,104,Equipment,Hospital Bed,27689,92,283,209,0,24,V003
2024-07-14,100,Equipment,Ventilator,1879046,5,50,6,2,29,V004
2024-07-15,100,Equipment,Ventilator,3142549,3,39,19,5,17,V002
2024-07-15,103,Equipment,Wheelchair,9908,19,35,34,0,18,V003
2024-07-16,203,Consumable,Gown,81,909,4580,1365,356,8,V004
2024-07-16,106,Equipment,MRI Scanner,31100685,1,5,1,1,39,V003
2024-07-16,103,Equipment,Wheelchair,13926,18,94,83,3,9,V005
2024-07-17,106,Equipment,MRI Scanner,31100685,2,3,2,1,38,V003
2024-07-17,204,Consumable,Face Shield,82,1169,9709,2491,259,7,V005
2024-07-17,202,Consumable,Surgical Mask,3,7536,19069,9342,2450,10,V004
2024-07-17,201,Consumable,IV Drip,270,656,2080,1057,58,9,V001
2024-07-18,103,Equipment,Wheelchair,15809,7,35,18,0,14,V002
2024-07-18,205,Consumable,Syringe,7,2483,14996,4004,1842,10,V003
2024-07-18,201,Consumable,IV Drip,246,510,4189,3172,165,6,V005
2024-07-18,102,Equipment,Defibrilator,383361,4,14,12,1,24,V004
2024-07-18,208,Consumable,Antiseptic Solution,349,1179,6051,5260,279,7,V005
2024-07-18,106,Equipment,MRI Scanner,31100685,2,4,2,0,44,V003
2024-07-18,204,Consumable,Face Shield,103,821,9818,9585,659,5,V001
2024-07-18,104,Equipment,Hospital Bed,27689,70,232,203,2,20,V003
2024-07-19,105,Equipment,ECG Machine,230753,3,15,3,3,23,V004
2024-07-19,202,Consumable,Surgical Mask,3,7849,47676,36560,1558,6,V004
2024-07-19,202,Consumable,Surgical Mask,5,4696,38985,32160,2171,4,V005
2024-07-20,106,Equipment,MRI Scanner,33213797,1,2,2,1,56,V005
2024-07-20,209,Consumable,Cotton Rolls,76,406,4477,1607,231,3,V004
2024-07-20,106,Equipment,MRI Scanner,29074330,1,2,1,0,49,V001
2024-07-20,209,Consumable,Cotton Rolls,123,981,5352,3181,247,8,V001
2024-07-20,206,Consumable,Bandages,39,3359,6635,5064,691,6,V004
2024-07-20,102,Equipment,Defibrilator,384358,3,10,6,1,25,V003
2024-07-21,205,Consumable,Syringe,24,2790,16625,12746,827,9,V004
2024-07-21,204,Consumable,Face Shield,74,1044,6466,2291,480,6,V003
2024-07-22,107,Equipment,Infusion Pump,206804,9,23,23,6,14,V005
2024-07-22,200,Consumable,Gloves,6,1208,9258,5119,263,6,V005
2024-07-22,202,Consumable,Surgical Mask,4,8532,43084,40869,2490,10,V001
2024-07-22,101,Equipment,X-Ray-Machine,3627022,5,20,20,1,32,V004
2024-07-22,204,Consumable,Face Shield,78,1150,6679,2925,399,8,V004
2024-07-22,201,Consumable,IV Drip,248,645,2660,911,160,9,V002
2024-07-22,203,Consumable,Gown,102,917,6912,3387,327,9,V005
2024-07-23,208,Consumable,Antiseptic Solution,319,1866,6319,3375,350,6,V002
2024-07-24,100,Equipment,Ventilator,1879046,8,48,32,2,21,V004
2024-07-24,200,Consumable,Gloves,9,1152,6072,3155,798,9,V002
2024-07-24,208,Consumable,Antiseptic Solution,631,1616,3606,2381,441,8,V001
2024-07-24,100,Equipment,Ventilator,2232401,14,40,25,4,16,V005
2024-07-25,107,Equipment,Infusion Pump,125406,5,20,14,9,14,V004
2024-07-25,201,Consumable,IV Drip,245,541,3504,3410,88,9,V003
2024-07-25,208,Consumable,Antiseptic Solution,505,1829,3078,2691,222,10,V003
2024-07-26,106,Equipment,MRI Scanner,33213797,2,4,4,0,40,V005
2024-07-26,106,Equipment,MRI Scanner,32971025,2,2,2,1,45,V004
2024-07-27,105,Equipment,ECG Machine,256587,5,11,5,1,24,V001
2024-07-27,208,Consumable,Antiseptic Solution,631,1934,3838,3209,229,9,V001
2024-07-27,202,Consumable,Surgical Mask,5,3540,38923,35951,1086,7,V005
2024-07-27,103,Equipment,Wheelchair,15809,5,88,6,1,18,V002
2024-07-28,203,Consumable,Gown,117,740,7419,2882,218,10,V002
2024-07-28,106,Equipment,MRI Scanner,30163463,1,5,2,0,48,V002
2024-07-28,201,Consumable,IV Drip,246,538,4624,1264,149,9,V005
